date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality;total_cases_filter;new_cases_filter;new_cases_smoothed_filter;total_deaths_filter;new_deaths_filter;new_deaths_smoothed_filter;total_cases_per_million_filter;new_cases_per_million_filter;new_cases_smoothed_per_million_filter;total_deaths_per_million_filter;new_deaths_per_million_filter;new_deaths_smoothed_per_million_filter;reproduction_rate_filter;icu_patients_filter;icu_patients_per_million_filter;hosp_patients_filter;hosp_patients_per_million_filter;weekly_icu_admissions_filter;weekly_icu_admissions_per_million_filter;weekly_hosp_admissions_filter;weekly_hosp_admissions_per_million_filter;new_tests_filter;total_tests_filter;total_tests_per_thousand_filter;new_tests_per_thousand_filter;new_tests_smoothed_filter;new_tests_smoothed_per_thousand_filter;positive_rate_filter;tests_per_case_filter;total_vaccinations_filter;people_vaccinated_filter;people_fully_vaccinated_filter;new_vaccinations_filter;new_vaccinations_smoothed_filter;total_vaccinations_per_hundred_filter;people_vaccinated_per_hundred_filter;people_fully_vaccinated_per_hundred_filter;new_vaccinations_smoothed_per_million_filter;stringency_index_filter;population_filter;population_density_filter;median_age_filter;aged_65_older_filter;aged_70_older_filter;gdp_per_capita_filter;extreme_poverty_filter;cardiovasc_death_rate_filter;diabetes_prevalence_filter;female_smokers_filter;male_smokers_filter;handwashing_facilities_filter;hospital_beds_per_thousand_filter;life_expectancy_filter;human_development_index_filter;excess_mortality_filter
2020-03-13;3.0;0.0;0.429;0.0;0.0;0.0;0.018000000000000002;0.0;0.003;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;30.0;241.0;0.001;0.0;17.0;0.0;0.025;39.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;3.3999999999999995;0.3999999999999999;0.22879999999999995;0.0;0.0;0.0;0.020399999999999998;0.0023999999999999994;0.0015999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.999999999999993;239.99999999999994;0.0013999999999999998;0.0;16.799999999999997;0.0;0.011799999999999998;32.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.889999999999999;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-14;3.0;0.0;0.429;0.0;0.0;0.0;0.018000000000000002;0.0;0.003;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;27.0;268.0;0.002;0.0;20.0;0.0;0.021;46.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;4.399999999999999;0.9999999999999998;0.37159999999999993;0.0;0.0;0.0;0.026599999999999995;0.005999999999999998;0.0023999999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.999999999999993;271.0;0.0015999999999999996;0.0;20.199999999999996;0.0;0.0168;40.459999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.778;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-15;5.0;2.0;0.28600000000000003;0.0;0.0;0.0;0.03;0.012;0.002;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;25.0;293.0;0.002;0.0;22.0;0.0;0.013;76.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;5.799999999999999;1.3999999999999997;0.5715999999999999;0.0;0.0;0.0;0.035199999999999995;0.008399999999999998;0.0035999999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.99999999999999;304.99999999999994;0.0017999999999999995;0.0;23.599999999999994;0.0;0.0232;46.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.665999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-16;8.0;3.0;0.7140000000000001;0.0;0.0;0.0;0.049;0.018000000000000002;0.004;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;49.0;342.0;0.002;0.0;28.0;0.0;0.025;39.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.33;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;7.999999999999998;2.1999999999999997;0.7999999999999998;0.19999999999999996;0.19999999999999996;0.028599999999999997;0.04859999999999999;0.013199999999999998;0.004999999999999999;0.0011999999999999997;0.0011999999999999997;0.00019999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.19999999999999;342.19999999999993;0.0021999999999999997;0.0;26.999999999999996;0.0;0.027399999999999994;43.05999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.553999999999995;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-17;10.0;2.0;1.0;0.0;0.0;0.0;0.061;0.012;0.006;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;39.0;381.0;0.002;0.0;31.0;0.0;0.032;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.33;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;10.799999999999997;2.7999999999999994;1.1141999999999999;0.3999999999999999;0.19999999999999996;0.057199999999999994;0.06559999999999999;0.0168;0.006799999999999999;0.0023999999999999994;0.0011999999999999997;0.0003999999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.99999999999999;381.19999999999993;0.0023999999999999994;0.0;30.199999999999996;0.0;0.03439999999999999;37.339999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.961999999999996;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-18;14.0;4.0;1.571;1.0;1.0;0.14300000000000002;0.085;0.024;0.01;0.006;0.006;0.001;0.0;0;0;0;0;0;0;0;0;46.0;427.0;0.003;0.0;34.0;0.0;0.046;21.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.33;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;13.799999999999997;2.999999999999999;1.5427999999999997;0.5999999999999999;0.19999999999999998;0.0858;0.08379999999999999;0.018;0.009399999999999999;0.003599999999999999;0.0012;0.0006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.19999999999999;422.3999999999999;0.0026;0.0;33.199999999999996;0.0;0.044999999999999984;24.999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.36999999999999;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-19;17.0;3.0;2.0;1.0;0.0;0.14300000000000002;0.103;0.018000000000000002;0.012;0.006;0.0;0.001;0.0;0;0;0;0;0;0;0;0;36.0;463.0;0.003;0.0;36.0;0.0;0.056;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.93;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;17.199999999999996;3.3999999999999995;2.0285999999999995;0.9999999999999998;0.3999999999999999;0.143;0.10439999999999999;0.020399999999999998;0.012399999999999998;0.005999999999999998;0.0023999999999999994;0.0009999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.39999999999999;466.79999999999995;0.0027999999999999995;0.0;35.99999999999999;0.0;0.05499999999999999;19.839999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.99999999999999;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-20;20.0;3.0;2.4290000000000003;1.0;0.0;0.14300000000000002;0.121;0.018000000000000002;0.015;0.006;0.0;0.001;0.0;0;0;0;0;0;0;0;0;36.0;499.0;0.003;0.0;37.0;0.0;0.066;15.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.93;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;20.599999999999994;3.3999999999999995;2.4571999999999994;1.3999999999999997;0.3999999999999999;0.2002;0.12499999999999997;0.020399999999999995;0.014999999999999998;0.0084;0.0023999999999999994;0.0013999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.79999999999999;514.5999999999999;0.0031999999999999993;0.0;39.19999999999999;0.0;0.06199999999999999;16.639999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.63;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-21;25.0;5.0;3.143;2.0;1.0;0.28600000000000003;0.152;0.03;0.019;0.012;0.006;0.002;0.0;0;0;0;0;0;0;0;0;65.0;564.0;0.003;0.0;42.0;0.0;0.075;13.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.48;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;24.4;3.799999999999999;2.8571999999999993;1.7999999999999996;0.3999999999999999;0.25739999999999996;0.14799999999999996;0.022799999999999997;0.0174;0.010799999999999997;0.0023999999999999994;0.0017999999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.999999999999986;571.5999999999999;0.0033999999999999994;0.00019999999999999996;42.99999999999999;0.0;0.06619999999999998;15.279999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.25999999999999;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-03-22;27.0;2.0;3.143;2.0;0.0;0.28600000000000003;0.16399999999999998;0.012;0.019;0.012;0.0;0.002;0.0;0;0;0;0;0;0;0;0;56.0;620.0;0.004;0.0;47.0;0.0;0.067;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.48;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;28.799999999999994;4.399999999999999;3.285799999999999;2.3999999999999995;0.5999999999999999;0.34299999999999997;0.17479999999999996;0.026399999999999996;0.019999999999999997;0.014399999999999996;0.003599999999999999;0.0021999999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.19999999999999;637.8;0.003799999999999999;0.00019999999999999996;47.599999999999994;0.0;0.06899999999999999;14.519999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.36999999999999;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
