date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality;total_cases_filter;new_cases_filter;new_cases_smoothed_filter;total_deaths_filter;new_deaths_filter;new_deaths_smoothed_filter;total_cases_per_million_filter;new_cases_per_million_filter;new_cases_smoothed_per_million_filter;total_deaths_per_million_filter;new_deaths_per_million_filter;new_deaths_smoothed_per_million_filter;reproduction_rate_filter;icu_patients_filter;icu_patients_per_million_filter;hosp_patients_filter;hosp_patients_per_million_filter;weekly_icu_admissions_filter;weekly_icu_admissions_per_million_filter;weekly_hosp_admissions_filter;weekly_hosp_admissions_per_million_filter;new_tests_filter;total_tests_filter;total_tests_per_thousand_filter;new_tests_per_thousand_filter;new_tests_smoothed_filter;new_tests_smoothed_per_thousand_filter;positive_rate_filter;tests_per_case_filter;total_vaccinations_filter;people_vaccinated_filter;people_fully_vaccinated_filter;new_vaccinations_filter;new_vaccinations_smoothed_filter;total_vaccinations_per_hundred_filter;people_vaccinated_per_hundred_filter;people_fully_vaccinated_per_hundred_filter;new_vaccinations_smoothed_per_million_filter;stringency_index_filter;population_filter;population_density_filter;median_age_filter;aged_65_older_filter;aged_70_older_filter;gdp_per_capita_filter;extreme_poverty_filter;cardiovasc_death_rate_filter;diabetes_prevalence_filter;female_smokers_filter;male_smokers_filter;handwashing_facilities_filter;hospital_beds_per_thousand_filter;life_expectancy_filter;human_development_index_filter;excess_mortality_filter
2020-05-23;32078.0;1873.0;1583.286;452.0;20.0;19.714;194.779;11.373;9.614;2.745;0.121;0.12;1.35;0;0;0;0;0;0;0;0;10834.0;234728.0;1.425;0.066;9633.0;0.058;0.16399999999999998;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;31997.799999999992;1769.3999999999996;1540.7999999999997;454.5999999999999;22.999999999999996;20.028399999999994;194.29179999999997;10.743799999999997;9.355799999999999;2.7603999999999993;0.13979999999999998;0.12159999999999997;1.3259999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9836.399999999998;233902.39999999997;1.4199999999999997;0.059599999999999986;9404.999999999998;0.05699999999999999;0.16359999999999997;6.139999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.51999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-24;33610.0;1532.0;1620.286;480.0;28.0;21.714;204.081;9.302;9.838;2.915;0.17;0.132;1.28;0;0;0;0;0;0;0;0;8908.0;243636.0;1.479;0.054000000000000006;9747.0;0.059;0.166;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;33645.799999999996;1647.9999999999995;1597.4285999999997;477.3999999999999;22.799999999999997;20.799799999999998;204.29839999999996;10.006599999999999;9.699599999999998;2.8989999999999996;0.13859999999999997;0.12639999999999996;1.2819999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8865.399999999998;242767.8;1.4739999999999998;0.05379999999999999;9479.599999999999;0.05739999999999998;0.16839999999999994;5.959999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.51999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-25;35585.0;1975.0;1673.571;501.0;21.0;21.714;216.073;11.992;10.162;3.042;0.128;0.132;1.23;0;0;0;0;0;0;0;0;9451.0;253087.0;1.537;0.057;9699.0;0.059;0.173;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;35263.2;1617.3999999999996;1637.8285999999996;499.79999999999995;22.399999999999995;21.485399999999995;214.11919999999998;9.820799999999997;9.944799999999999;3.0349999999999993;0.1362;0.13059999999999997;1.2499999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8522.999999999998;251290.79999999996;1.5257999999999998;0.05179999999999999;9457.199999999999;0.05719999999999999;0.17339999999999994;5.7799999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.51999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-26;36751.0;1166.0;1661.429;522.0;21.0;21.714;223.153;7.08;10.088;3.17;0.128;0.132;1.18;0;0;0;0;0;0;0;0;5407.0;258494.0;1.57;0.033;9264.0;0.056;0.179;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;36911.799999999996;1648.5999999999997;1658.6;521.1999999999998;21.399999999999995;21.856799999999993;224.12959999999995;10.010199999999998;10.070799999999998;3.1647999999999996;0.13019999999999998;0.13279999999999997;1.2359999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8218.199999999999;259508.99999999994;1.5757999999999996;0.049999999999999996;9291.999999999998;0.056199999999999986;0.17899999999999996;5.599999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.51999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-27;38292.0;1541.0;1650.571;544.0;22.0;22.571;232.51;9.357;10.022;3.303;0.134;0.13699999999999998;1.21;0;0;0;0;0;0;0;0;8015.0;266509.0;1.618;0.049;8943.0;0.054000000000000006;0.185;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;38758.59999999999;1846.7999999999997;1695.6569999999997;541.5999999999999;20.399999999999995;21.799799999999998;235.34339999999995;11.213799999999997;10.295799999999996;3.2885999999999993;0.12419999999999998;0.13239999999999996;1.2459999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8696.799999999997;268205.79999999993;1.6285999999999998;0.052999999999999985;9148.999999999998;0.05539999999999999;0.18579999999999997;5.3999999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.51999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-28;40321.0;2029.0;1687.1429999999998;559.0;15.0;21.571;244.831;12.32;10.244000000000002;3.394;0.091;0.131;1.28;0;0;0;0;0;0;0;0;9310.0;275819.0;1.675;0.057;8807.0;0.053;0.192;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;40563.19999999999;1804.5999999999997;1718.9427999999998;563.3999999999999;21.799999999999997;21.971199999999996;246.30099999999993;10.9576;10.437199999999997;3.4209999999999994;0.1326;0.13339999999999996;1.2679999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8805.999999999998;277011.79999999993;1.6819999999999997;0.053799999999999994;8991.8;0.05439999999999999;0.19139999999999996;5.239999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.51999999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-29;42844.0;2523.0;1805.571;582.0;23.0;21.429;260.15;15.32;10.963;3.534;0.14;0.13;1.33;0;0;0;0;0;0;0;0;11301.0;287120.0;1.743;0.069;9032.0;0.055;0.2;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;42643.59999999999;2080.3999999999996;1773.5997999999995;588.9999999999999;25.599999999999994;22.485599999999994;258.93339999999995;12.632199999999997;10.769199999999998;3.5763999999999996;0.15559999999999996;0.13639999999999997;1.3039999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10099.799999999997;287111.5999999999;1.7431999999999994;0.06159999999999999;9006.399999999998;0.054599999999999996;0.19699999999999995;5.079999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.40799999999997;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-30;44608.0;1764.0;1790.0;610.0;28.0;22.571;270.861;10.711;10.869000000000002;3.704;0.17;0.13699999999999998;1.34;0;0;0;0;0;0;0;0;9997.0;297117.0;1.804;0.061;8913.0;0.054000000000000006;0.201;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;44891.99999999999;2248.3999999999996;1842.0283999999995;614.5999999999999;25.599999999999994;22.8572;272.58579999999995;13.652399999999997;11.184799999999997;3.7318;0.15559999999999996;0.1386;1.3319999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10764.599999999999;297876.19999999995;1.8085999999999995;0.06559999999999999;9138.999999999998;0.05539999999999999;0.20139999999999997;4.959999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.29599999999998;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-05-31;47153.0;2545.0;1934.714;650.0;40.0;24.286;286.315;15.453;11.748;3.947;0.243;0.147;1.36;0;0;0;0;0;0;0;0;11876.0;308993.0;1.876;0.07200000000000001;9337.0;0.057;0.207;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;47316.79999999999;2424.7999999999993;1952.9997999999996;644.5999999999999;29.999999999999993;23.885799999999996;287.3091999999999;14.723599999999998;11.858799999999997;3.9139999999999997;0.18239999999999998;0.14479999999999998;1.3439999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11443.399999999998;309319.5999999999;1.8779999999999997;0.0696;9507.399999999998;0.05779999999999999;0.20519999999999997;4.859999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.18399999999998;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-01;49534.0;2381.0;1992.714;672.0;22.0;24.429;300.772;14.458;12.1;4.08;0.134;0.14800000000000002;1.35;0;0;0;0;0;0;0;0;11339.0;320332.0;1.945;0.069;9606.0;0.058;0.207;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;49775.999999999985;2459.2;2073.2569999999996;677.3999999999999;32.79999999999999;25.371399999999994;302.2415999999999;14.932399999999998;12.589199999999998;4.113199999999999;0.19939999999999997;0.15379999999999996;1.3379999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11685.199999999997;321004.79999999993;1.9489999999999994;0.071;9959.199999999997;0.06059999999999999;0.20779999999999996;4.799999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.07199999999999;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-02;52445.0;2911.0;2242.0;709.0;37.0;26.714;318.448;17.676;13.614;4.305;0.225;0.162;1.34;0;0;0;0;0;0;0;0;12704.0;333036.0;2.022;0.077;10649.0;0.065;0.211;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;52366.99999999999;2590.9999999999995;2207.8855999999996;711.5999999999998;34.19999999999999;27.199999999999996;317.9743999999999;15.732799999999996;13.406599999999997;4.320799999999998;0.20799999999999996;0.16499999999999998;1.3219999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12224.599999999999;333229.39999999997;2.0231999999999997;0.07419999999999999;10531.399999999998;0.06399999999999999;0.20939999999999998;4.759999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-03;55140.0;2695.0;2406.857;746.0;37.0;28.857;334.8119999999999;16.364;14.615;4.53;0.225;0.175;1.3;0;0;0;0;0;0;0;0;12510.0;345546.0;2.0980000000000003;0.076;11291.0;0.069;0.213;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;55014.59999999999;2647.5999999999995;2322.2855999999992;743.7999999999998;32.199999999999996;28.885599999999993;334.0505999999999;16.076599999999996;14.101199999999997;4.5161999999999995;0.19579999999999997;0.17539999999999997;1.2979999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12666.999999999996;345896.3999999999;2.1001999999999996;0.07699999999999999;11098.599999999999;0.06739999999999999;0.20919999999999994;4.779999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-04;57563.0;2423.0;2463.143;781.0;35.0;31.714;349.525;14.713;14.956;4.742;0.213;0.193;1.26;0;0;0;0;0;0;0;0;12694.0;358240.0;2.175;0.077;11774.0;0.071;0.209;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;57712.999999999985;2698.3999999999996;2449.9713999999994;778.5999999999999;34.79999999999999;30.742599999999992;350.4353999999999;16.384999999999998;14.876399999999997;4.727599999999999;0.21159999999999995;0.18679999999999997;1.2759999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12896.399999999998;358792.79999999993;2.1785999999999994;0.07839999999999998;11682.999999999998;0.071;0.20979999999999993;4.779999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-05;60391.0;2828.0;2506.714;811.0;30.0;32.714;366.696;17.172;15.220999999999998;4.924;0.182;0.199;1.24;0;0;0;0;0;0;0;0;14088.0;372328.0;2.261;0.086;12173.0;0.07400000000000001;0.206;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;60377.79999999999;2664.7999999999993;2533.4571999999994;814.3999999999999;35.8;32.199799999999996;366.61619999999994;16.180999999999997;15.383199999999997;4.944999999999999;0.21759999999999996;0.1956;1.2519999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12982.8;371775.59999999986;2.2573999999999996;0.07899999999999997;12094.8;0.07339999999999999;0.20939999999999992;4.799999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-06;63026.0;2635.0;2631.143;846.0;35.0;33.714;382.696;16.0;15.976;5.1370000000000005;0.213;0.205;1.24;0;0;0;0;0;0;0;0;12486.0;384814.0;2.337;0.076;12528.0;0.076;0.21;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;63050.599999999984;2672.7999999999993;2594.0857999999994;851.1999999999998;36.79999999999999;33.79979999999999;382.8455999999999;16.229599999999998;15.751199999999997;5.168399999999999;0.22359999999999994;0.20539999999999997;1.2339999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13069.599999999997;384845.19999999995;2.3367999999999993;0.07959999999999998;12423.999999999998;0.0754;0.20859999999999995;4.8199999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-07;65769.0;2743.0;2659.429;888.0;42.0;34.0;399.352;16.656;16.148;5.392;0.255;0.206;1.22;0;0;0;0;0;0;0;0;13136.0;397950.0;2.416;0.08;12708.0;0.077;0.209;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;65872.99999999999;2822.3999999999996;2650.8857999999996;889.9999999999999;38.79999999999999;35.05699999999999;399.98319999999995;17.1378;16.096199999999996;5.403999999999999;0.23559999999999998;0.21299999999999997;1.2239999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13463.599999999999;398308.79999999993;2.4185999999999996;0.08199999999999999;12712.599999999999;0.07719999999999999;0.20839999999999992;4.8199999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-08;68504.0;2735.0;2710.0;930.0;42.0;36.857;415.959;16.607;16.455;5.647;0.255;0.224;1.21;0;0;0;0;0;0;0;0;12944.0;410894.0;2.495;0.079;12937.0;0.079;0.209;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;68767.79999999999;2894.7999999999993;2713.1143999999995;930.1999999999998;40.19999999999999;36.1142;417.5605999999999;17.577399999999997;16.473999999999997;5.648199999999999;0.24419999999999997;0.21939999999999996;1.2179999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13838.999999999996;412147.79999999993;2.5025999999999993;0.08419999999999998;13020.199999999997;0.07899999999999999;0.20839999999999995;4.8199999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-09;71675.0;3171.0;2747.143;975.0;45.0;38.0;435.213;19.254;16.680999999999994;5.92;0.273;0.231;1.21;0;0;0;0;0;0;0;0;14664.0;425558.0;2.584;0.08900000000000001;13217.0;0.08;0.208;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;71772.99999999999;3005.2;2772.2857999999997;970.7999999999997;40.599999999999994;37.02859999999999;435.8083999999999;18.247799999999998;16.833399999999994;5.894799999999999;0.24659999999999996;0.22479999999999994;1.2099999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14496.199999999997;426643.99999999994;2.5905999999999993;0.08819999999999997;13344.799999999996;0.08099999999999999;0.20779999999999996;4.8199999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-10;74865.0;3190.0;2817.857;1012.0;37.0;38.0;454.583;19.37;17.11;6.145;0.225;0.231;1.21;0;0;0;0;0;0;0;0;15965.0;441523.0;2.681;0.097;13711.0;0.083;0.206;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;74923.79999999999;3150.7999999999993;2844.1713999999993;1012.1999999999998;41.39999999999999;38.3428;454.94019999999995;19.1318;17.269999999999996;6.1461999999999986;0.25139999999999996;0.23279999999999995;1.2039999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15066.999999999996;441710.9999999999;2.6821999999999995;0.09159999999999999;13687.599999999997;0.08319999999999997;0.20779999999999993;4.8199999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-11;78052.0;3187.0;2927.0;1049.0;37.0;38.286;473.935;19.352;17.773;6.37;0.225;0.232;1.2;0;0;0;0;0;0;0;0;15772.0;457295.0;2.777;0.096;14151.0;0.086;0.207;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;78098.79999999999;3174.999999999999;2912.257199999999;1053.9999999999998;41.8;39.34279999999999;474.21879999999993;19.278799999999997;17.683399999999992;6.3999999999999995;0.2537999999999999;0.23879999999999996;1.1979999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15805.799999999997;457516.79999999993;2.7781999999999996;0.09599999999999997;14103.399999999998;0.08559999999999998;0.20659999999999995;4.839999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
2020-06-12;81523.0;3471.0;3018.857;1095.0;46.0;40.571;495.011;21.076;18.331;6.649;0.279;0.246;1.19;0;0;0;0;0;0;0;0;15990.0;473285.0;2.874;0.097;14422.0;0.08800000000000001;0.209;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.96;164689383.0;1265.036;27.5;5.098;3.262;3523.984000000001;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0;81267.79999999999;3168.999999999999;2984.2857999999997;1093.1999999999998;39.19999999999999;39.828599999999994;493.4611999999999;19.242399999999996;18.120799999999996;6.637999999999999;0.238;0.24159999999999995;1.1899999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15773.999999999996;473290.79999999993;2.8739999999999997;0.09579999999999998;14502.199999999997;0.08799999999999998;0.20579999999999996;4.859999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.959999999999994;164689382.99999997;1265.0359999999998;27.499999999999993;5.097999999999999;3.2619999999999996;3523.9840000000004;14.799999999999997;298.00299999999993;8.379999999999999;0.9999999999999998;44.69999999999999;34.80799999999999;0.7999999999999999;72.58999999999999;0.6319999999999999;0.0
