date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality
2020-03-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108.0;108.0;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;111.0;0.001;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0;120.0;0.001;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.0;127.0;0.001;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-08;3.0;3.0;0;0;0;0;0.018000000000000002;0.018000000000000002;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;137.0;0.001;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-09;3.0;0.0;0;0;0;0;0.018000000000000002;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;147.0;0.001;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-10;3.0;0.0;0;0;0;0;0.018000000000000002;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.0;163.0;0.001;0.0;8.0;0.0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-11;3.0;0.0;0;0;0;0;0.018000000000000002;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.0;187.0;0.001;0.0;11.0;0.0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-12;3.0;0.0;0;0;0;0;0.018000000000000002;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.0;211.0;0.001;0.0;14.0;0.0;0;0;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-13;3.0;0.0;0.429;0;0;0.0;0.018000000000000002;0.0;0.003;0;0;0.0;0;0;0;0;0;0;0;0;0;30.0;241.0;0.001;0.0;17.0;0.0;0.025;39.6;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-14;3.0;0.0;0.429;0;0;0.0;0.018000000000000002;0.0;0.003;0;0;0.0;0;0;0;0;0;0;0;0;0;27.0;268.0;0.002;0.0;20.0;0.0;0.021;46.6;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-15;5.0;2.0;0.28600000000000003;0;0;0.0;0.03;0.012;0.002;0;0;0.0;0;0;0;0;0;0;0;0;0;25.0;293.0;0.002;0.0;22.0;0.0;0.013000000000000001;76.9;0;0;0;0;0;0;0;0;0;13.89;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-16;8.0;3.0;0.7140000000000001;0;0;0.0;0.049;0.018000000000000002;0.004;0;0;0.0;0;0;0;0;0;0;0;0;0;49.0;342.0;0.002;0.0;28.0;0.0;0.025;39.2;0;0;0;0;0;0;0;0;0;33.33;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-17;10.0;2.0;1.0;0;0;0.0;0.061;0.012;0.006;0;0;0.0;0;0;0;0;0;0;0;0;0;39.0;381.0;0.002;0.0;31.0;0.0;0.032;31.0;0;0;0;0;0;0;0;0;0;33.33;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-18;14.0;4.0;1.571;1.0;1.0;0.14300000000000002;0.085;0.024;0.01;0.006;0.006;0.001;0;0;0;0;0;0;0;0;0;46.0;427.0;0.003;0.0;34.0;0.0;0.046;21.6;0;0;0;0;0;0;0;0;0;33.33;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-19;17.0;3.0;2.0;1.0;0.0;0.14300000000000002;0.10300000000000001;0.018000000000000002;0.012;0.006;0.0;0.001;0;0;0;0;0;0;0;0;0;36.0;463.0;0.003;0.0;36.0;0.0;0.055999999999999994;18.0;0;0;0;0;0;0;0;0;0;75.93;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-20;20.0;3.0;2.4290000000000003;1.0;0.0;0.14300000000000002;0.121;0.018000000000000002;0.015;0.006;0.0;0.001;0;0;0;0;0;0;0;0;0;36.0;499.0;0.003;0.0;37.0;0.0;0.066;15.2;0;0;0;0;0;0;0;0;0;75.93;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-21;25.0;5.0;3.1430000000000002;2.0;1.0;0.28600000000000003;0.152;0.03;0.019;0.012;0.006;0.002;0;0;0;0;0;0;0;0;0;65.0;564.0;0.003;0.0;42.0;0.0;0.075;13.4;0;0;0;0;0;0;0;0;0;81.48;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-22;27.0;2.0;3.1430000000000002;2.0;0.0;0.28600000000000003;0.16399999999999998;0.012;0.019;0.012;0.0;0.002;0;0;0;0;0;0;0;0;0;56.0;620.0;0.004;0.0;47.0;0.0;0.067;15.0;0;0;0;0;0;0;0;0;0;81.48;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-23;33.0;6.0;3.571;3.0;1.0;0.429;0.2;0.036000000000000004;0.022000000000000002;0.018000000000000002;0.006;0.003;0;0;0;0;0;0;0;0;0;92.0;712.0;0.004;0.001;53.0;0.0;0.067;14.8;0;0;0;0;0;0;0;0;0;81.48;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-24;39.0;6.0;4.143;4.0;1.0;0.5710000000000001;0.237;0.036000000000000004;0.025;0.024;0.006;0.003;0;0;0;0;0;0;0;0;0;82.0;794.0;0.005;0.0;59.0;0.0;0.07;14.2;0;0;0;0;0;0;0;0;0;81.48;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-25;39.0;0.0;3.571;5.0;1.0;0.5710000000000001;0.237;0.0;0.022000000000000002;0.03;0.006;0.003;0;0;0;0;0;0;0;0;0;126.0;920.0;0.006;0.001;70.0;0.0;0.051;19.6;0;0;0;0;0;0;0;0;0;82.41;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-26;44.0;5.0;3.8569999999999998;5.0;0.0;0.5710000000000001;0.267;0.03;0.023;0.03;0.0;0.003;0;0;0;0;0;0;0;0;0;106.0;1026.0;0.006;0.001;80.0;0.0;0.048;20.7;0;0;0;0;0;0;0;0;0;84.26;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-27;48.0;4.0;4.0;5.0;0.0;0.5710000000000001;0.29100000000000004;0.024;0.024;0.03;0.0;0.003;0;0;0;0;0;0;0;0;0;50.0;1076.0;0.006999999999999999;0.0;82.0;0.0;0.049;20.5;0;0;0;0;0;0;0;0;0;84.26;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-28;48.0;0.0;3.286;5.0;0.0;0.429;0.29100000000000004;0.0;0.02;0.03;0.0;0.003;0;0;0;0;0;0;0;0;0;109.0;1185.0;0.006999999999999999;0.001;89.0;0.001;0.037000000000000005;27.1;0;0;0;0;0;0;0;0;0;84.26;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-29;48.0;0.0;3.0;5.0;0.0;0.429;0.29100000000000004;0.0;0.018000000000000002;0.03;0.0;0.003;0;0;0;0;0;0;0;0;0;153.0;1338.0;0.008;0.001;103.0;0.001;0.028999999999999998;34.3;0;0;0;0;0;0;0;0;0;84.26;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-30;49.0;1.0;2.286;5.0;0.0;0.28600000000000003;0.298;0.006;0.013999999999999999;0.03;0.0;0.002;0;0;0;0;0;0;0;0;0;264.0;1602.0;0.01;0.002;127.0;0.001;0.018000000000000002;55.6;0;0;0;0;0;0;0;0;0;84.26;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-03-31;51.0;2.0;1.714;5.0;0.0;0.14300000000000002;0.31;0.012;0.01;0.03;0.0;0.001;0;0;0;0;0;0;0;0;0;157.0;1759.0;0.011000000000000001;0.001;138.0;0.001;0.012;80.5;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-01;54.0;3.0;2.1430000000000002;6.0;1.0;0.14300000000000002;0.32799999999999996;0.018000000000000002;0.013000000000000001;0.036000000000000004;0.006;0.001;0;0;0;0;0;0;0;0;0;147.0;1906.0;0.012;0.001;141.0;0.001;0.015;65.8;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-02;56.0;2.0;1.714;6.0;0.0;0.14300000000000002;0.34;0.012;0.01;0.036000000000000004;0.0;0.001;0;0;0;0;0;0;0;0;0;207.0;2113.0;0.013000000000000001;0.001;155.0;0.001;0.011000000000000001;90.4;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-03;61.0;5.0;1.857;6.0;0.0;0.14300000000000002;0.37;0.03;0.011000000000000001;0.036000000000000004;0.0;0.001;0;0;0;0;0;0;0;0;0;434.0;2547.0;0.015;0.003;210.0;0.001;0.009000000000000001;113.1;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-04;70.0;9.0;3.1430000000000002;8.0;2.0;0.429;0.425;0.055;0.019;0.049;0.012;0.003;0;0;0;0;0;0;0;0;0;367.0;2914.0;0.018000000000000002;0.002;247.0;0.001;0.013000000000000001;78.6;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-05;88.0;18.0;5.7139999999999995;9.0;1.0;0.5710000000000001;0.534;0.109;0.035;0.055;0.006;0.003;0;0;0;0;0;0;0;0;0;696.0;3610.0;0.022000000000000002;0.004;325.0;0.002;0.018000000000000002;56.9;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-06;123.0;35.0;10.571;12.0;3.0;1.0;0.747;0.213;0.064;0.073;0.018000000000000002;0.006;0;0;0;0;0;0;0;0;0;792.0;4402.0;0.027000000000000003;0.005;400.0;0.002;0.026000000000000002;37.8;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-07;164.0;41.0;16.143;17.0;5.0;1.714;0.996;0.249;0.098;0.10300000000000001;0.03;0.01;2.73;0;0;0;0;0;0;0;0;981.0;5383.0;0.033;0.006;518.0;0.003;0.031;32.1;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-08;218.0;54.0;23.429000000000002;20.0;3.0;2.0;1.324;0.32799999999999996;0.142;0.121;0.018000000000000002;0.012;2.78;0;0;0;0;0;0;0;0;1097.0;6480.0;0.039;0.006999999999999999;653.0;0.004;0.036000000000000004;27.9;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-09;330.0;112.0;39.143;21.0;1.0;2.1430000000000002;2.004;0.68;0.23800000000000002;0.128;0.006;0.013000000000000001;2.81;0;0;0;0;0;0;0;0;1184.0;7664.0;0.047;0.006999999999999999;793.0;0.005;0.049;20.3;0;0;0;0;0;0;0;0;0;87.04;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-10;424.0;94.0;51.857;27.0;6.0;3.0;2.575;0.5710000000000001;0.315;0.16399999999999998;0.036000000000000004;0.018000000000000002;2.71;0;0;0;0;0;0;0;0;649.0;8313.0;0.05;0.004;824.0;0.005;0.063;15.9;0;0;0;0;0;0;0;0;0;90.74;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-11;482.0;58.0;58.857;30.0;3.0;3.1430000000000002;2.927;0.35200000000000004;0.35700000000000004;0.182;0.018000000000000002;0.019;2.61;0;0;0;0;0;0;0;0;1340.0;9653.0;0.059000000000000004;0.008;963.0;0.006;0.061;16.4;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-12;621.0;139.0;76.143;34.0;4.0;3.571;3.7710000000000004;0.8440000000000001;0.462;0.20600000000000002;0.024;0.022000000000000002;2.61;0;0;0;0;0;0;0;0;1570.0;11223.0;0.068;0.01;1088.0;0.006999999999999999;0.07;14.3;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-13;803.0;182.0;97.14299999999999;39.0;5.0;3.8569999999999998;4.876;1.105;0.59;0.237;0.03;0.023;2.57;0;0;0;0;0;0;0;0;1905.0;13128.0;0.08;0.012;1247.0;0.008;0.078;12.8;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-14;1012.0;209.0;121.14299999999999;46.0;7.0;4.143;6.145;1.2690000000000001;0.736;0.27899999999999997;0.043;0.025;2.52;0;0;0;0;0;0;0;0;1740.0;14868.0;0.09;0.011000000000000001;1355.0;0.008;0.08900000000000001;11.2;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-15;1231.0;219.0;144.714;50.0;4.0;4.2860000000000005;7.475;1.33;0.879;0.304;0.024;0.026000000000000002;2.42;0;0;0;0;0;0;0;0;2135.0;17003.0;0.10300000000000001;0.013000000000000001;1503.0;0.009000000000000001;0.096;10.4;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-16;1572.0;341.0;177.429;60.0;10.0;5.571000000000001;9.545;2.0709999999999997;1.077;0.364;0.061;0.034;2.31;0;0;0;0;0;0;0;0;2190.0;19193.0;0.11699999999999999;0.013000000000000001;1647.0;0.01;0.10800000000000001;9.3;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-17;1838.0;266.0;202.0;75.0;15.0;6.857;11.16;1.615;1.227;0.455;0.091;0.042;2.2;0;0;0;0;0;0;0;0;2114.0;21307.0;0.129;0.013000000000000001;1856.0;0.011000000000000001;0.109;9.2;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-18;2144.0;306.0;237.429;84.0;9.0;7.7139999999999995;13.017999999999999;1.858;1.442;0.51;0.055;0.047;2.13;0;0;0;0;0;0;0;0;2634.0;23941.0;0.145;0.016;2041.0;0.012;0.11599999999999999;8.6;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-19;2456.0;312.0;262.143;91.0;7.0;8.142999999999999;14.913;1.8940000000000001;1.5919999999999999;0.5529999999999999;0.043;0.049;1.98;0;0;0;0;0;0;0;0;2663.0;26604.0;0.162;0.016;2197.0;0.013000000000000001;0.11900000000000001;8.4;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-20;2948.0;492.0;306.42900000000003;101.0;10.0;8.857000000000001;17.9;2.987;1.861;0.613;0.061;0.054000000000000006;1.89;0;0;0;0;0;0;0;0;2974.0;29578.0;0.18;0.018000000000000002;2350.0;0.013999999999999999;0.13;7.7;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-21;3382.0;434.0;338.57099999999997;110.0;9.0;9.142999999999999;20.535999999999998;2.635;2.056;0.6679999999999999;0.055;0.055999999999999994;1.75;0;0;0;0;0;0;0;0;3096.0;32674.0;0.198;0.019;2544.0;0.015;0.133;7.5;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-22;3772.0;390.0;363.0;120.0;10.0;10.0;22.904;2.3680000000000003;2.204;0.7290000000000001;0.061;0.061;1.61;0;0;0;0;0;0;0;0;3416.0;36090.0;0.21899999999999997;0.021;2727.0;0.017;0.133;7.5;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-23;4186.0;414.0;373.42900000000003;127.0;7.0;9.571;25.418000000000003;2.5140000000000002;2.267;0.7709999999999999;0.043;0.057999999999999996;1.51;0;0;0;0;0;0;0;0;3686.0;39776.0;0.242;0.022000000000000002;2940.0;0.018000000000000002;0.127;7.9;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-24;4689.0;503.0;407.286;131.0;4.0;8.0;28.471999999999998;3.054;2.4730000000000003;0.795;0.024;0.049;1.5;0;0;0;0;0;0;0;0;3337.0;43113.0;0.262;0.02;3115.0;0.019;0.131;7.6;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-25;4998.0;309.0;407.714;140.0;9.0;8.0;30.348000000000003;1.876;2.476;0.85;0.055;0.049;1.44;0;0;0;0;0;0;0;0;3476.0;46589.0;0.28300000000000003;0.021;3235.0;0.02;0.126;7.9;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-26;5416.0;418.0;422.85699999999997;145.0;5.0;7.7139999999999995;32.885999999999996;2.5380000000000003;2.568;0.88;0.03;0.047;1.4;0;0;0;0;0;0;0;0;3812.0;50401.0;0.306;0.023;3400.0;0.021;0.124;8.0;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-27;5913.0;497.0;423.57099999999997;152.0;7.0;7.2860000000000005;35.904;3.0180000000000002;2.572;0.9229999999999999;0.043;0.044000000000000004;1.38;0;0;0;0;0;0;0;0;4332.0;54733.0;0.332;0.026000000000000002;3594.0;0.022000000000000002;0.11800000000000001;8.5;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-28;6462.0;549.0;440.0;155.0;3.0;6.428999999999999;39.238;3.3339999999999996;2.6719999999999997;0.941;0.018000000000000002;0.039;1.39;0;0;0;0;0;0;0;0;4968.0;59701.0;0.363;0.03;3861.0;0.023;0.114;8.8;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-29;7103.0;641.0;475.85699999999997;163.0;8.0;6.143;43.13;3.892;2.889;0.99;0.049;0.037000000000000005;1.4;0;0;0;0;0;0;0;0;4965.0;64666.0;0.39299999999999996;0.03;4082.0;0.025;0.11699999999999999;8.6;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-04-30;7667.0;564.0;497.286;168.0;5.0;5.857;46.553999999999995;3.425;3.02;1.02;0.03;0.036000000000000004;1.37;0;0;0;0;0;0;0;0;5573.0;70239.0;0.426;0.034;4352.0;0.026000000000000002;0.114;8.8;0;0;0;0;0;0;0;0;0;93.52;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-05-01;8238.0;571.0;507.0;170.0;2.0;5.571000000000001;50.021;3.467;3.0789999999999997;1.032;0.012;0.034;1.37;0;0;0;0;0;0;0;0;5827.0;76066.0;0.462;0.035;4708.0;0.028999999999999998;0.10800000000000001;9.3;0;0;0;0;0;0;0;0;0;89.81;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-05-02;8790.0;552.0;541.714;175.0;5.0;5.0;53.373000000000005;3.352;3.2889999999999997;1.063;0.03;0.03;1.38;0;0;0;0;0;0;0;0;5368.0;81434.0;0.494;0.033;4978.0;0.03;0.109;9.2;0;0;0;0;0;0;0;0;0;89.81;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-05-03;9455.0;665.0;577.0;177.0;2.0;4.571000000000001;57.411;4.038;3.5039999999999996;1.075;0.012;0.027999999999999997;1.36;0;0;0;0;0;0;0;0;6260.0;87694.0;0.532;0.038;5328.0;0.032;0.10800000000000001;9.2;0;0;0;0;0;0;0;0;0;89.81;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-05-04;10143.0;688.0;604.286;182.0;5.0;4.2860000000000005;61.589;4.178;3.6689999999999996;1.105;0.03;0.026000000000000002;1.33;0;0;0;0;0;0;0;0;5711.0;93405.0;0.5670000000000001;0.035;5525.0;0.034;0.109;9.1;0;0;0;0;0;0;0;0;0;89.81;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2020-05-05;10929.0;786.0;638.143;183.0;1.0;4.0;66.361;4.773;3.875;1.111;0.006;0.024;1.33;0;0;0;0;0;0;0;0;0;0;0;0;5261.0;0.032;0.121;8.2;0;0;0;0;0;0;0;0;0;89.81;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
