date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality
2021-06-09;817819.0;2537.0;1932.286;12949.0;36.0;36.429;4965.827;15.405;11.732999999999999;78.627;0.21899999999999997;0.221;1.26;0;0;0;0;0;0;0;0;19165.0;6095488.0;37.012;0.11599999999999999;17050.0;0.10400000000000001;0.113;8.8;0;0;0;0;6527.0;0;0;0;40.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-10;820395.0;2576.0;2059.286;12989.0;40.0;37.857;4981.469;15.642000000000001;12.504000000000001;78.87;0.243;0.23;1.28;0;0;0;0;0;0;0;0;19447.0;6114935.0;37.13;0.11800000000000001;17404.0;0.106;0.11800000000000001;8.5;10058643.0;5823245.0;4235398.0;0;5386.0;6.11;3.54;2.57;33.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-11;822849.0;2454.0;2140.286;13032.0;43.0;39.143;4996.369000000001;14.901;12.995999999999999;79.131;0.261;0.23800000000000002;1.28;0;0;0;0;0;0;0;0;18535.0;6133470.0;37.243;0.113;17458.0;0.106;0.12300000000000001;8.2;0;0;0;0;5632.0;0;0;0;34.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-12;824486.0;1637.0;2167.429;13071.0;39.0;38.571;5006.309;9.94;13.161;79.368;0.237;0.23399999999999999;1.29;0;0;0;0;0;0;0;0;11590.0;6145060.0;37.313;0.07;17241.0;0.105;0.126;8.0;10062784.0;5823245.0;4239539.0;0;5879.0;6.11;3.54;2.57;36.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-13;826922.0;2436.0;2276.0;13118.0;47.0;39.857;5021.101;14.790999999999999;13.82;79.653;0.285;0.242;1.33;0;0;0;0;0;0;0;0;18749.0;6163809.0;37.427;0.114;17689.0;0.107;0.129;7.8;0;0;0;0;4650.0;0;0;0;28.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-14;829972.0;3050.0;2430.286;13172.0;54.0;43.286;5039.621;18.52;14.757;79.98100000000001;0.32799999999999996;0.263;1.36;0;0;0;0;0;0;0;0;20602.0;6184411.0;37.552;0.125;18179.0;0.11;0.134;7.5;10071313.0;5823245.0;4248068.0;0;4336.0;6.12;3.54;2.58;26.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-15;833291.0;3319.0;2572.714;13222.0;50.0;44.143;5059.774;20.153;15.622;80.28399999999999;0.304;0.268;1.39;0;0;0;0;0;0;0;0;23265.0;6207676.0;37.693000000000005;0.141;18765.0;0.114;0.13699999999999998;7.3;0;0;0;0;4044.0;0;0;0;25.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-16;837247.0;3956.0;2775.429;13282.0;60.0;47.571000000000005;5083.795;24.021;16.852999999999998;80.649;0.364;0.289;1.41;0;0;0;0;0;0;0;0;23807.0;6231483.0;37.838;0.145;19428.0;0.11800000000000001;0.14300000000000002;7.0;10078366.0;5823245.0;4255121.0;0;3683.0;6.12;3.54;2.58;22.0;72.22;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-17;841087.0;3840.0;2956.0;13345.0;63.0;50.857;5107.111;23.316999999999997;17.949;81.031;0.38299999999999995;0.309;1.41;0;0;0;0;0;0;0;0;24871.0;6256354.0;37.989000000000004;0.151;20203.0;0.12300000000000001;0.146;6.8;10079471.0;5823245.0;4256226.0;1105.0;2975.0;6.12;3.54;2.58;18.0;86.11;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-18;844970.0;3883.0;3160.143;13399.0;54.0;52.428999999999995;5130.689;23.578000000000003;19.189;81.359;0.32799999999999996;0.318;1.41;0;0;0;0;0;0;0;0;20882.0;6277236.0;38.116;0.127;20538.0;0.125;0.154;6.5;0;0;0;0;2975.0;0;0;0;18.0;86.11;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-19;848027.0;3057.0;3363.0;13466.0;67.0;56.428999999999995;5149.251;18.562;20.42;81.766;0.40700000000000003;0.34299999999999997;1.41;0;0;0;0;0;0;0;0;16964.0;6294200.0;38.219;0.10300000000000001;21306.0;0.129;0.158;6.3;10083608.0;5823245.0;4260363.0;0;2975.0;6.12;3.54;2.59;18.0;86.11;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-20;851668.0;3641.0;3535.143;13548.0;82.0;61.428999999999995;5171.359;22.108;21.465999999999998;82.264;0.498;0.373;1.4;0;0;0;0;0;0;0;0;22231.0;6316431.0;38.354;0.135;21803.0;0.132;0.162;6.2;10086979.0;5823245.0;4263734.0;3371.0;2847.0;6.12;3.54;2.59;17.0;86.11;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-21;856304.0;4636.0;3761.7140000000004;13626.0;78.0;64.857;5199.509;28.15;22.840999999999998;82.738;0.474;0.39399999999999996;1.41;0;0;0;0;0;0;0;0;24057.0;6340488.0;38.5;0.146;22297.0;0.135;0.16899999999999998;5.9;10089982.0;5823245.0;4266737.0;3003.0;2667.0;6.13;3.54;2.59;16.0;86.11;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-22;861150.0;4846.0;3979.857;13702.0;76.0;68.571;5228.935;29.425;24.166;83.199;0.461;0.41600000000000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10090206.0;5823245.0;4266961.0;224.0;2195.0;6.13;3.54;2.59;13.0;86.11;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
2021-06-23;866877.0;5727.0;4232.857;13787.0;85.0;72.143;5263.709;34.775;25.701999999999998;83.715;0.516;0.43799999999999994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164689383.0;1265.036;27.5;5.098;3.262;3523.9840000000004;14.8;298.003;8.38;1.0;44.7;34.808;0.8;72.59;0.632;0
